Date,Close,High,Low,Open,Volume,VIX_Close,EMA_12,EMA_26,RSI,MACD,MA_10,MA_20,MA_30,MA_45,SD_20,Upper_20,Lower_20
,AAPL,AAPL,AAPL,AAPL,AAPL,^VIX,,,,,,,,,,,
2020-10-12,121.14342498779297,121.90300475026318,116.1574550435818,116.91703480605202,240226800,25.06999969482422,113.11783252477042,112.55045892371311,66.50066043795908,0.5673736010573123,113.04025421142578,110.5341236114502,112.8841178894043,113.78858066134983,3.923989566557379,114.45811317800758,106.61013404489282
2020-10-13,117.92980194091797,122.10749776807862,116.5177635009862,121.99063649380032,262330500,26.06999969482422,113.85813551187005,112.9489287768394,69.01521437094915,0.9092067350306507,113.7229019165039,110.80484580993652,112.62637837727864,113.96976538764106,4.241779333947932,115.04662514388446,106.56306647598859
2020-10-14,118.0174560546875,119.80928444459767,116.48855625885349,117.8324275512861,150712000,26.399999618530273,114.4980309799958,113.32437524186517,68.13983470661444,1.173655738130634,114.24681854248047,111.24598693847656,112.20471394856771,114.22544809977214,4.515458823467508,115.76144576194407,106.73052811500905
2020-10-15,117.55001068115234,118.02718121016164,115.05702963037932,115.61210767464269,112559200,26.969999313354492,114.96756631863528,113.63738527440495,63.10224345619037,1.3301810442303292,114.62855529785156,111.75091285705567,111.85770848592122,114.39207967122395,4.631934468769613,116.38284732582528,107.11897838828605
2020-10-16,115.90425109863281,118.36802614774093,115.69974944089714,118.10509013803102,115393800,27.40999984741211,115.11167166940413,113.80530126138478,56.5105785500243,1.3063704080193475,115.21284713745118,112.34396934509277,111.79733098347982,114.4788575914171,4.34346072318111,116.68743006827388,108.00050862191166
2020-10-19,112.94384002685547,117.26760316923634,112.63221739110126,116.81964609469402,120639300,29.18000030517578,114.77815910901202,113.74148931808631,52.833565274425,1.036669790925714,115.16220703125,112.63124580383301,111.63567657470703,114.50206705729167,4.17182818851589,116.8030739923489,108.45941761531712
2020-10-20,114.43379211425781,115.8653112278617,112.60300253020057,113.15808061203983,124423700,29.350000381469727,114.72517957135753,113.7927710066916,52.563331378653864,0.9324085646659341,115.58581924438477,112.90878524780274,111.78791732788086,114.56487850613064,4.093243124452201,117.00202837225494,108.81554212335054
2020-10-21,113.81053924560547,115.60236752064498,113.40152850485114,113.6157704572297,89946000,28.649999618530273,114.58446567508798,113.79408717253706,50.1218615576318,0.7903785025509222,115.7601318359375,113.38352317810059,111.77330983479818,114.59317321777344,3.560041811324194,116.94356498942479,109.82348136677639
2020-10-22,112.71986389160156,114.94991651803686,111.59022713214819,114.37535784081969,101988000,28.110000610351562,114.29760386224393,113.71451507765296,54.52434748895786,0.58308878459097,115.83609008789062,113.75016632080079,111.84667154947917,114.5940936618381,3.031515077979939,116.78168139878072,110.71865124282085
2020-10-23,112.02845001220703,113.49892286939378,111.28834343492714,113.34310783010538,82572600,27.549999237060547,113.94850326993057,113.58962136910142,47.33575134422629,0.3588819008291466,115.6481430053711,113.88455390930176,111.94535217285156,114.52408667670356,2.881623149367849,116.76617705866961,111.0029307599339
2020-10-26,112.03820037841797,113.49893306950727,109.92500143875907,111.02542482103557,111850700,32.459999084472656,113.65461051739017,113.47470129571747,53.926053323837806,0.17990922167270185,114.7376205444336,113.8889373779297,111.93528925577799,114.32239752875434,2.8785913952789297,116.76752877320862,111.01034598265076
2020-10-27,113.54759979248047,114.20979879352078,111.54152962594779,112.46665719622837,92276800,33.349998474121094,113.63814732894252,113.48010118436659,53.2066969225058,0.15804614457593402,114.29940032958984,114.01115112304687,111.96969731648763,114.12206064860025,2.8050483664437387,116.81619948949061,111.20610275660313
2020-10-28,108.28898620605469,112.40825587998958,108.19160550747638,112.03820625352358,143937800,40.279998779296875,112.81519946388286,113.09557414893608,43.49778099432857,-0.28037468505321783,113.32655334472656,113.78668594360352,111.93950907389323,113.82720896402995,3.0754816684879573,116.86216761209147,110.71120427511556
2020-10-29,112.30110168457031,113.86895498611194,109.26277575127799,109.42833106255836,146129200,37.59000015258789,112.73610749783478,113.03672433676084,47.34809555816174,-0.30061683892606084,112.80166244506836,113.71510887145996,112.10116271972656,113.58478088378907,3.0934118175863894,116.80852068904635,110.62169705387358
2020-10-30,106.0102310180664,109.05829026903429,104.90007487274673,108.15263578946613,190272600,38.02000045776367,111.70135727017811,112.51624335019089,24.220253979245584,-0.8148860800127835,111.81226043701172,113.51255378723144,112.16673304239909,113.23528696695963,3.456566808960929,116.96912059619237,110.05598697827051
2020-11-02,105.9225845336914,107.7825875731632,104.51054602064647,106.25368777978908,122866900,37.130001068115234,110.81231531071862,112.02782417859834,27.107272504056894,-1.21550886787972,111.11013488769531,113.13617095947265,112.12420883178712,112.88822767469618,3.8510401720496743,116.98721113152233,109.28513078742297
2020-11-03,107.54886627197266,108.57137455492787,105.8836321285859,106.78928656758603,107624400,35.54999923706055,110.31024622783463,111.69604951884828,31.146907595405253,-1.3858032910136586,110.4216423034668,113.00373077392578,112.07973759969076,112.48571387396919,4.00007944233489,117.00381021626067,109.00365133159089
2020-11-04,111.9407958984375,112.56404116119307,109.40886108978425,111.1520027380027,138235500,29.56999969482422,110.56110002331198,111.71417888029934,41.149327818840334,-1.1530788569873636,110.23466796875,112.99739990234374,112.33390477498372,112.06956736246745,4.001739187363874,116.99913908970763,108.99566071497986
2020-11-05,115.91400146484375,116.48856015953854,113.81055035278919,114.86227219398131,126387100,27.579999923706055,111.38462332200916,112.02527684952486,50.0143322323607,-0.6406535275156955,110.55408172607422,113.19508590698243,112.68480478922525,111.80187462700738,4.045229605414593,117.24031551239702,109.14985630156784
