Date,Close,High,Low,Open,Volume,VIX_Close,EMA_12,EMA_26,RSI,MACD,MA_10,MA_20,MA_30,MA_45,SD_20,Upper_20,Lower_20
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,^VIX,,,,,,,,,,,
2020-09-28,72.49819946289062,73.2104272911329,71.8828940164798,73.16072992273372,30784000,26.190000534057617,73.11118113778572,74.81816020944443,39.9373580888128,-1.7069790716587079,72.59099502563477,75.64498138427734,76.72483825683594,76.03096076117622,4.198942736918577,79.84392412119593,71.44603864735876
2020-09-29,72.864013671875,73.16122715906542,72.26659105249696,72.7591433452389,31816000,26.270000457763672,73.07315537379945,74.6734086140689,36.748114839017376,-1.6002532402694527,72.24755630493163,75.2386432647705,76.64163716634114,75.96092546251086,4.044784356909845,79.28342762168035,71.19385890786066
2020-09-30,72.84313201904297,73.8669903475037,72.35406834665217,72.6115193753347,40924000,26.3700008392334,73.03776716537539,74.5378325699929,39.41886415676943,-1.5000654046175157,72.01649169921875,74.76776733398438,76.49223327636719,75.91889953613281,3.7193712907058956,78.48713862469027,71.04839604327849
2020-10-01,73.95148468017578,74.30785267032597,73.39979305550085,73.74075053796886,32884000,26.700000762939453,73.17833909072928,74.49439939296941,45.32015411169952,-1.3160603022401318,72.02076721191406,74.19746208190918,76.39828033447266,75.87956882052951,2.761175862424747,76.95863794433393,71.43628621948443
2020-10-02,72.34610748291016,73.51062452378983,71.93606819401434,72.54640614307306,31222000,27.6299991607666,73.05030345875711,74.33526665889096,41.76080730397973,-1.284963200133845,72.04318161010742,73.76527862548828,76.19839553833008,75.78815002441407,2.275892850892239,76.04117147638051,71.48938577459604
2020-10-05,73.69950103759766,73.79244186933461,72.56927833560445,72.69651361378078,21602000,27.959999084472656,73.15018000934796,74.28817290916552,41.92985307363659,-1.1379928998175615,72.30506057739258,73.52079467773437,76.04475021362305,75.7824951171875,1.97288102693864,75.49367570467301,71.54791365079573
2020-10-06,72.11847686767578,73.7834865085433,71.81976938299223,73.33517880442524,26096000,29.479999542236328,72.9914564490907,74.12745468386998,40.82343926525329,-1.1359982347792794,72.26132278442383,73.34042587280274,75.8225331624349,75.74743855794271,1.9249946883205389,75.26542056112328,71.4154311844822
2020-10-07,72.52206420898438,73.01063495847261,71.23428569316523,72.5305126864444,36108000,28.059999465942383,72.91924225830512,74.00853687091549,45.582989577728625,-1.0892946126103737,72.50859069824219,73.12151336669922,75.57947413126628,75.73179897732204,1.7387978715226995,74.86031123822193,71.38271549517651
2020-10-08,73.72932434082031,73.95794893824119,72.83568170788425,72.83568170788425,26076000,26.360000610351562,73.04387027099976,73.98785446127881,55.31627120149547,-0.9439841902790533,72.80963592529297,73.01559906005859,75.31323776245117,75.73659278021918,1.6247820041475483,74.64038106420614,71.39081705591104
2020-10-09,75.07225799560547,75.14184037454105,73.9067474605017,74.19799995975423,32966000,25.0,73.3559299209391,74.06818064900672,62.94355385387277,-0.712250728067616,73.16445617675781,73.00240287780761,75.11762720743815,75.74266730414496,1.605904800521948,74.60830767832957,71.39649807728566
2020-10-12,77.76312255859375,78.94751706295844,76.0091384398916,76.44155027719509,55344000,25.06999969482422,74.03395955750136,74.34188004971688,65.65175455534035,-0.30792049221551565,73.69094848632812,73.14097175598144,74.99363708496094,75.81580624050564,1.8823643793714768,75.02333613535292,71.25860737660996
2020-10-13,77.88639068603516,78.785501299795,77.4669093797361,78.3804294251196,39072000,26.06999969482422,74.62664126958349,74.60443639314786,77.49523282344262,0.022204876435623078,74.19318618774415,73.22037124633789,74.89015757242838,75.89339650472006,2.0486988688824685,75.26907011522036,71.17167237745542
2020-10-14,77.70597076416016,78.72038718391578,76.8342001360087,78.260650468139,33174000,26.399999618530273,75.10038426874912,74.83417967988952,75.38454630271764,0.2662045888596083,74.67947006225586,73.34798088073731,74.73833491007487,75.9849585639106,2.2454987810782385,75.59347966181555,71.10248209965907
2020-10-15,77.30984497070312,78.10159771852481,76.59712416174149,76.76461484111238,31210000,26.969999313354492,75.44030129981897,75.01756229402385,71.66402992007487,0.4227390057951226,75.01530609130859,73.51803665161133,74.47007675170899,76.03822784423828,2.412757533897114,75.93079418550843,71.10527911771422
2020-10-16,77.9177017211914,78.41521387294846,77.41869553894861,77.62594866135858,34194000,27.40999984741211,75.82143982618396,75.232387436777,70.86484793975984,0.5890523894069588,75.57246551513671,73.80782356262208,74.3676742553711,76.09461195203993,2.5786071601061646,76.38643072272824,71.22921640251592
2020-10-19,76.04145050048828,78.72436525341296,75.6920521287433,78.32674837441711,29734000,29.18000030517578,75.85528762223078,75.29231803408895,60.958495002444444,0.5629695881418257,75.80666046142578,74.05586051940918,74.28274993896484,76.12257758246528,2.5407891910728297,76.59664971048201,71.51507132833635
2020-10-20,77.0916519165039,78.22286805695798,75.57176792956199,75.70149072442969,41670000,29.350000381469727,76.04549751365741,75.42560202537895,63.68114492144045,0.6198954882784591,76.3039779663086,74.28265037536622,74.32827657063802,76.16105770534939,2.6015574689544536,76.88420784432067,71.68109290641176
2020-10-21,78.82674407958984,80.27555922959226,77.88986565982232,78.02455591549942,60322000,28.649999618530273,76.47338160072393,75.67753847383902,65.09026624575165,0.795843126884904,76.93444595336913,74.72151832580566,74.39249089558919,76.19442426893445,2.5901643406167527,77.31168266642241,72.13135398518891
2020-10-22,79.85409545898438,80.19007792571055,78.40379364322177,78.77755157531664,30512000,28.110000610351562,76.99349142507168,75.98691306533127,74.10171494012576,1.0065783597404163,77.54692306518555,75.17827949523925,74.5260403951009,76.26295810275607,2.651907263799098,77.83018675903836,72.52637223144015
2020-10-23,81.16224670410156,81.21890610649227,80.11502229249383,80.2710916060795,30548000,27.549999237060547,77.63483839107629,76.37027111264759,74.02626941750316,1.2645672784287,78.15592193603516,75.66018905639649,74.72024256388346,76.32561577690973,2.82311329160505,78.48330234800154,72.83707576479144
2020-10-26,78.74226379394531,80.99325986901373,77.92168452045772,80.26860949783985,35826000,32.459999084472656,77.8052115299792,76.5459742742252,70.23228868133911,1.2592372557540017,78.25383605957032,75.97239227294922,74.84525985717774,76.33524695502388,2.800197305241792,78.77258957819102,73.17219496770743
2020-10-27,79.4674072265625,79.62247545970848,78.37943448774232,78.97287554235537,25902000,33.349998474121094,78.06093394483817,76.76237671513907,70.8057740742603,1.2985572296990995,78.41193771362305,76.3025619506836,74.95089340209961,76.35041181776259,2.80369930152294,79.10626125220654,73.49886264916066
2020-10-28,75.08966064453125,77.227337647025,74.97435486120591,77.03847551060359,45174000,40.279998779296875,77.60381497556017,76.63847182101998,53.424574919562765,0.9653431545401929,78.15030670166016,76.41488838195801,74.94875615437826,76.24543016221789,2.700925721197731,79.11581410315574,73.71396266076027
2020-10-29,77.37992858886719,78.96342651481251,75.37544774712697,75.39880619390499,55406000,37.59000015258789,77.56937091606895,76.69339454456421,55.54495954266288,0.8759763715047342,78.15731506347656,76.58631057739258,75.06446278889975,76.14906378851997,2.644559745455274,79.23087032284785,73.94175083193731
2020-10-30,80.32376098632812,83.56482862281354,79.60109772502665,82.87496577504488,99878000,38.02000045776367,77.99312323457036,76.96231057728747,56.078900296240164,1.030812657282894,78.39792098999024,76.98519325256348,75.33785603841146,76.13535681830513,2.571987703622596,79.55718095618607,74.41320554894088
2020-11-02,80.73181915283203,82.41770728492646,80.23081844254993,80.6930502024534,44228000,37.130001068115234,78.41446106814908,77.24153343473522,56.66486533239263,1.1729276334138632,78.86695785522461,77.3368091583252,75.65955963134766,76.11866777208117,2.579841402770356,79.91665056109555,74.75696775555484
2020-11-03,81.79246520996094,82.45548869258043,80.12496778709567,81.05191139776959,31432000,35.54999923706055,78.93415401304321,77.57863949215935,59.1927570771143,1.3555145208838582,79.33703918457032,77.82050857543945,75.9674466451009,76.13648308648004,2.4537686164457133,80.27427719188516,75.36673995899373
2020-11-04,86.77210235595703,87.97389444504971,84.64237321504866,84.77060198741863,71342000,29.56999969482422,80.13999221964534,78.25963674132956,67.64673658940676,1.8803554783157779,80.13157501220704,78.53301048278809,76.52487055460612,76.23673756917317,2.868182692425882,81.40119317521396,75.66482779036221
2020-11-05,87.5996322631836,89.05689592628298,86.53253048448725,87.99476160928013,39758000,27.579999923706055,81.28762914942045,78.95148826146689,67.90967302706117,2.3361408879535617,80.90612869262695,79.22652587890624,77.08756256103516,76.28656073676215,3.291231772697409,82.51775765160366,75.93529410620883
2020-11-06,87.46195983886719,87.89784511416963,86.3163266840614,87.04495850154653,28622000,24.860000610351562,82.2375261785661,79.58189356349654,72.57792875559241,2.655632615069564,81.53610000610351,79.84601097106933,77.61882603963217,76.43038703070746,3.617945915666367,83.4639568867357,76.22806505540296
2020-11-09,87.54595184326172,90.30291578771505,87.35360869621603,89.26365456401794,53440000,25.75,83.05420705005773,80.1718238064421,71.48870572147261,2.882383243615621,82.41646881103516,80.33515243530273,78.12041778564453,76.62942640516493,3.9660838312983455,84.30123626660108,76.36906860400438
2020-11-10,86.3680191040039,87.44456283712213,85.29445584786093,85.9728897633216,43022000,24.799999237060547,83.56402428912637,80.63080123589113,65.86438212288208,2.9332230532352384,83.1065299987793,80.75923385620118,78.57055130004883,76.8659189860026,4.1401038843275755,84.89933774052875,76.6191299718736
2020-11-11,86.8406982421875,87.61952049260559,86.63343751340416,86.89884409485616,31838000,23.450000762939453,84.06812797421269,81.0907936067279,65.04872461472223,2.9773343674847865,84.28163375854493,81.21597023010254,79.03713684082031,77.08681640625,4.28681193374928,85.50278216385182,76.92915829635326
2020-11-12,86.62150573730469,87.72290206818208,86.38045110337089,86.58074979573601,26474000,25.350000381469727,84.46095532238068,81.50047598677062,62.33769144770918,2.96047933561006,85.20579147338867,81.68155326843262,79.45947087605795,77.32623630099826,4.345505983604214,86.02705925203684,77.33604728482841
2020-11-13,88.08472442626953,88.3267725359587,86.28154336497948,86.87895838542859,29744000,23.100000381469727,85.0184582614405,81.98819809340019,72.06788460367068,3.0302601680403143,85.98188781738281,82.18990440368653,79.9840914408366,77.60953725179037,4.474786838144923,86.66469124183145,77.7151175655416
2020-11-16,88.17269897460938,89.18214790375693,87.54148245352901,87.68114776395682,25468000,22.450000762939453,85.50372606346647,82.44630926978606,71.2009997926389,3.0574167936804173,86.72597579956054,82.79646682739258,80.4665313720703,77.90244734022352,4.419351069837075,87.21581789722966,78.3771157575555
2020-11-17,87.55789184570312,88.32727969406685,87.45004103652047,87.8660413484603,21314000,22.709999084472656,85.81975156842596,82.82494501615028,87.17988735711471,2.9948065522756764,87.30251846313476,83.31977882385254,80.98117853800456,78.15265825059679,4.326976334673395,87.64675515852593,78.99280248917916
2020-11-18,86.51314544677734,87.72388649162679,86.41026211105688,87.30837917941595,20108000,23.84000015258789,85.9264275497108,83.0981450480486,79.42038516797092,2.8282825016622013,87.2766227722168,83.70409889221192,81.44754791259766,78.40508863661024,4.247525289984071,87.95162418219599,79.45657360222785
2020-11-19,87.40430450439453,87.64884013977176,85.98531678397347,86.14485952561319,20106000,23.110000610351562,86.15379323504675,83.41711982259272,76.2841125815023,2.7366734124540244,87.2570899963379,84.08160934448242,81.9033805847168,78.70499030219185,4.222786950750371,88.30439629523279,79.85882239373204
2020-11-20,86.30142211914062,87.89088858732984,86.2328332252446,87.57478357997911,27694000,23.700000762939453,86.17650537106118,83.63077184455923,69.66102580482872,2.545733526501948,87.14103622436524,84.33856811523438,82.2776860555013,79.02008938259549,4.192041314884555,88.53060943011893,80.14652680034983
2020-11-23,85.86305236816406,86.77905996083152,84.99923725500729,86.49228192825137,22530000,22.65999984741211,86.12828183215393,83.79612595741885,65.02971914701823,2.3321558747350792,86.97274627685547,84.69460754394531,82.54768371582031,79.34858584933811,3.98920349531277,88.68381103925807,80.70540404863254
